Name,Epoch,Rest_DeltaT,New Peak 3x3 mJy,New RMS mJy
ZTF19adbsblp,3,1079.8299124971134,0.6621702341362835,0.14755750051951044
ZTF19adcetym,1,-240.79253722120035,3.1310301274061203,0.22245928389725247
ZTF19adcetym,2,651.0587583101553,3.0757214408367872,0.14707556951959008
ZTF19adcetym,3,1543.8488446789124,3.08857043273747,0.1542558639523753
ZTF19adcfsad,1,-249.20428381812303,0.2516841341275721,0.1381751885223697
ZTF19adcfsad,2,626.4661208625205,0.2504799922462553,0.1485192187517437
ZTF19adcfsad,3,1585.0229224227348,0.8939517429098486,0.13375063908841897
ZTF20aabcemq,1,-178.07300114897112,0.2553536323830486,0.15222087335346757
ZTF20aabcemq,2,705.1386776831456,0.6315119098871947,0.14986587489547837
ZTF20aabcemq,3,1484.3357579751164,0.647964479867369,0.1631962275876356
ZTF20aadfyjl,1,-701.7257948485058,1.0177857475355268,0.16147759068629575
ZTF20aadfyjl,2,232.49727474158016,1.3886832166463137,0.16987403378620264
ZTF20aadfyjl,3,1064.718437753973,0.9497523424215614,0.15773269987978233
ZTF20aaieyup,1,-705.9273780446621,0.32121397089213133,0.15549608082984642
ZTF20aaieyup,2,279.00717369650846,1.9455797737464309,0.20519517481035285
ZTF20aaieyup,3,1211.5831183742066,0.5902048433199525,0.19176593451514107
ZTF20aamqslk,1,-261.6334679095549,1.1182449525222182,0.15547864086887403
ZTF20aamqslk,2,610.0528354777794,1.1298377066850664,0.11980117596620836
ZTF20aamqslk,3,1503.8304496162182,1.0448574321344497,0.13332104495346997
ZTF20aaqtebg,1,-805.8892225977959,1.0022285860031843,0.13435489966583752
ZTF20aaqtebg,2,188.7993336552219,1.2294159969314933,0.13290921042696438
ZTF20aaqtebg,3,1046.35606953161,0.5028886613989564,0.12938598972104834
ZTF20aarasxl,1,-302.45382592643494,0.37433582474477584,0.16777631788278244
ZTF20aarasxl,2,605.5708050969255,0.47828280366957193,0.1469478144959035
ZTF20aarasxl,3,1570.285886711626,0.8762950310483574,0.1567890059706762
ZTF20aauqtcp,1,-901.7337595499682,0.6984929786995053,0.19663573280082117
ZTF20aauqtcp,2,101.94346409740834,0.9155318839475514,0.22385389548765516
ZTF20aauqtcp,3,1059.7773160135637,0.9134802385233342,0.24410182324356242
ZTF20aauyhea,1,-356.2245480494696,0.6924248882569372,0.1952793069422979
ZTF20aauyhea,2,556.2397716460586,0.5580690340138972,0.2145251936073478
ZTF20aauyhea,3,1452.5290199809776,0.8994139498099684,0.19721780919708862
ZTF20aavnnqo,1,-339.92267343494666,0.7279122946783901,0.17014636747243428
ZTF20aavnnqo,2,514.60506978236,1.0633853962644935,0.1741707991636597
ZTF20aavnnqo,3,1507.0532049636338,0.9378428803756832,0.16150126879033289
ZTF20aayubpi,1,-358.2864129450172,1.2353952042758463,0.118613912012615
ZTF20aayubpi,2,517.2037831334142,1.018548384308815,0.13163806597467995
ZTF20aayubpi,3,1456.419469407924,1.1506177252158523,0.12077029041495774
ZTF20aazpwen,1,-892.8661075070245,0.8931915508583188,0.1337765608131919
ZTF20aazpwen,2,56.16076923069563,0.8377361227758229,0.18258247675574563
ZTF20aazpwen,3,904.1681835031702,1.470555434934795,0.21621420269524294
ZTF20aazycgy,1,-879.2535211269451,0.4041834035888314,0.10783466516620022
ZTF20aazycgy,2,108.6046624573191,0.3639119386207313,0.16507212657232762
ZTF20aazycgy,3,972.1306459444488,0.6009206990711391,0.11806314806528415
ZTF20abbpkng,1,-864.9647869675142,0.6631597643718123,0.1131169593792119
ZTF20abbpkng,2,102.83933873134818,0.645478896331042,0.1610389756442979
ZTF20abbpkng,3,938.5825428956048,0.8505549631081523,0.19184415606360905
ZTF20abciflj,1,-913.6875876511674,0.5061946576461196,0.11510834646108292
ZTF20abciflj,2,91.0575759321034,0.4538535722531378,0.1440330284707693
ZTF20abciflj,3,952.6793844733978,0.39887265302240843,0.12169416087365852
ZTF20abegirf,1,-450.32248803811,0.3075770800933242,0.17166040016006434
ZTF20abegirf,2,486.519617225048,0.5068926839157939,0.11413831264221812
ZTF20abegirf,3,1401.3521531102156,0.21023128647357225,0.12562227540124923
ZTF20abevbxv,1,-989.964308019918,0.3285786369815469,0.1332147134445426
ZTF20abevbxv,2,114.17272433826004,0.7754894322715701,0.16453190796191738
ZTF20abevbxv,3,972.6143990455644,0.48059952678158874,0.16604566931676606
ZTF20abfcrzj,1,-829.3121062553255,0.2885083376895636,0.15140052099922446
ZTF20abfcrzj,2,128.65465816305195,0.6861593574285506,0.16420154638878318
