Transient Name,Epoch,Peak Flux,RMS Flux,redshift,dt,Luminosity (erg/s/Hz),RA,Dec,Unique FITS Part
ZTF21acgumps,VLASS1.1v2,0.34,0.127,0.04089,-1381.47,5.300811226541934e+27,08:54:05.68,+15:05:48.4,
ZTF21acgumps,VLASS2.1,0.336,0.125,0.04089,-363.47,5.217333884391668e+27,08:54:05.68,+15:05:48.4,
ZTF21acgumps,VLASS3.1,0.521,0.237,0.04089,463.53,9.8920650448066e+27,08:54:05.68,+15:05:48.4,
ZTF21acgupte,VLASS1.2v2,0.293,0.118,0.077,-910.47,1.8374344142600264e+28,08:45:41.88,+22:48:15.3,
ZTF21acgupte,VLASS2.2,0.301,0.122,0.077,65.53,1.8997203266078243e+28,08:45:41.88,+22:48:15.3,
ZTF21acguqsc,VLASS1.2v2,0.285,0.099,0.071,-907.48,1.2999215514076909e+28,08:27:57.39,-05:39:52.9,
ZTF21acguqsc,VLASS2.2,0.364,0.148,0.071,,1.943317066750892e+28,08:27:57.39,-05:39:52.9,
ZTF21acgxwlz,VLASS1.2v2,0.528,0.141,0.07,-853.3,1.7971330265463206e+28,23:47:07.08,-15:32:01.3,
ZTF21acgxwlz,VLASS2.2,0.442,0.128,0.07,125.7,1.6314399106236104e+28,23:47:07.08,-15:32:01.3,
ZTF21acgxzha,VLASS1.2v2,0.364,0.148,0.065,-862.3,1.6152482575634426e+28,23:57:49.10,-09:43:13.3,
ZTF21acgxzha,VLASS2.2,0.488,0.19,0.065,125.7,2.07362951984496e+28,23:57:49.10,-09:43:13.3,
ZTF21acgyciq,VLASS1.1v2,0.408,0.136,0.09,-1463.34,2.9446265181153488e+28,00:29:08.98,+04:43:16.1,
ZTF21acgyciq,VLASS2.1,0.358,0.147,0.09,-412.34,3.182794839433501e+28,00:29:08.98,+04:43:16.1,
ZTF21acgyciq,VLASS3.1,0.377,0.133,0.09,481.66,2.8796715213922155e+28,00:29:08.98,+04:43:16.1,
ZTF21acgyzel,VLASS1.1v2,0.421,0.155,0.049,-1332.36,9.398979665638112e+27,01:08:12.23,-19:47:23.9,
ZTF21acgyzel,VLASS2.1,0.533,0.21,0.049,-347.36,1.2734101482477444e+28,01:08:12.23,-19:47:23.9,
ZTF21acgyzel,VLASS3.1,0.391,0.154,0.049,606.64,9.338341087150126e+27,01:08:12.23,-19:47:23.9,
ZTF21acgzgvm,VLASS1.2v2,0.366,0.135,0.064,-877.39,1.4263926896627548e+28,01:51:56.76,+54:23:50.2,
ZTF21acgzgvm,VLASS2.2,0.296,0.146,0.064,-12.39,1.5426172791908312e+28,01:51:56.76,+54:23:50.2,
ZTF21acgzwsc,VLASS1.2v2,0.322,0.127,0.066,-857.44,1.4310243733321224e+28,01:02:07.15,+35:45:03.0,
ZTF21acgzwsc,VLASS2.2,0.33,0.117,0.066,5.56,1.3183452888177822e+28,01:02:07.15,+35:45:03.0,
ZTF21achaubw,VLASS1.2v2,0.257,0.115,0.064,-899.17,1.2150752541571615e+28,19:51:14.30,-07:05:47.3,
ZTF21achaubw,VLASS2.2,0.257,0.113,0.064,41.83,1.1939435106066024e+28,19:51:14.30,-07:05:47.3,
ZTF21achaudk,VLASS1.2v2,0.4,0.121,0.0455,-861.13,6.294944575895984e+27,19:52:32.15,-10:09:44.2,
ZTF21achaudk,VLASS2.2,0.418,0.156,0.0455,88.87,8.115796312725401e+27,19:52:32.15,-10:09:44.2,
ZTF21achauvx,VLASS1.1v2,0.704,0.171,0.041,-1487.13,7.176904244465842e+27,16:37:41.78,+75:00:02.6,
ZTF21achauvx,VLASS2.1,0.774,0.149,0.041,,6.25355983874509e+27,16:37:41.78,+75:00:02.6,
ZTF21achauvx,VLASS3.1,2.255,0.139,0.041,559.87,5.833857836144749e+27,16:37:41.78,+75:00:02.6,
ZTF21achaxmt,VLASS1.2v2,0.307,0.135,0.08,-854.14,2.278463560398602e+28,18:56:15.13,+33:01:09.4,
ZTF21achaxmt,VLASS2.2,0.306,0.13,0.08,1.86,2.19407602112458e+28,18:56:15.13,+33:01:09.4,
ZTF21achaxze,VLASS1.1v2,0.406,0.136,0.092,-1419.15,3.0852214502357973e+28,20:33:30.90,-08:53:28.2,
ZTF21achaxze,VLASS2.1,0.508,0.161,0.092,-353.15,3.652357746235024e+28,20:33:30.90,-08:53:28.2,
ZTF21achaxze,VLASS3.1,0.356,0.132,0.092,530.85,2.99447964287592e+28,20:33:30.90,-08:53:28.2,
ZTF21achbgdo,VLASS1.1v2,0.258,0.113,0.089,-1457.3,2.389355379256773e+28,18:50:20.24,+70:28:56.0,
ZTF21achbgdo,VLASS2.1,0.341,0.143,0.089,-389.3,3.0236975153426417e+28,18:50:20.24,+70:28:56.0,
ZTF21achbgdo,VLASS3.1,0.273,0.121,0.089,517.7,2.558513282213005e+28,18:50:20.24,+70:28:56.0,
ZTF21achcwnd,VLASS1.1v2,0.244,0.104,0.12,-1449.25,4.164277349720553e+28,01:10:13.79,+02:18:08.7,
ZTF21achcwnd,VLASS2.1,0.336,0.139,0.12,-399.25,5.565716842414971e+28,01:10:13.79,+02:18:08.7,
ZTF21achcwnd,VLASS3.1,0.345,0.157,0.12,530.75,6.286457152943527e+28,01:10:13.79,+02:18:08.7,
ZTF21achdxdn,VLASS1.2v2,0.828,0.164,0.071,-904.34,2.153405398291528e+28,23:37:45.91,+21:28:14.1,
ZTF21achdxdn,VLASS2.2,0.863,0.162,0.071,71.66,2.127144356848949e+28,23:37:45.91,+21:28:14.1,
ZTF21achhwdz,VLASS1.2v2,0.3,0.121,0.041,-904.46,5.078394231464133e+27,07:12:17.20,+26:46:28.8,
ZTF21achhwdz,VLASS2.2,0.271,0.11,0.041,56.54,4.6167220286037584e+27,07:12:17.20,+26:46:28.8,
ZTF21achiyue,VLASS1.1v2,0.319,0.112,0.09,-1422.46,2.424986544330287e+28,09:04:00.30,+08:08:08.0,
ZTF21achiyue,VLASS2.1,0.361,0.154,0.09,-452.46,3.3343564984541447e+28,09:04:00.30,+08:08:08.0,
ZTF21achiyue,VLASS3.1,0.403,0.12,0.09,457.54,2.598199868925308e+28,09:04:00.30,+08:08:08.0,
ZTF21achjcui,VLASS1.1v2,0.623,0.133,0.054,-1368.46,9.864639441470764e+27,07:56:44.50,-02:59:40.3,
ZTF21achjcui,VLASS2.1,0.498,0.159,0.054,-422.46,1.1793065196946251e+28,07:56:44.50,-02:59:40.3,
ZTF21achjcui,VLASS3.1,0.598,0.146,0.054,514.54,1.0828852319208503e+28,07:56:44.50,-02:59:40.3,
ZTF21achjdaa,VLASS1.1v2,0.452,0.137,0.032,-1330.46,3.457139935234603e+27,05:29:38.23,-23:59:33.6,
ZTF21achjdaa,VLASS2.1,0.457,0.194,0.032,-344.46,4.895512025076736e+27,05:29:38.23,-23:59:33.6,
ZTF21achjdaa,VLASS3.1,0.546,0.2,0.032,610.54,5.046919613481171e+27,05:29:38.23,-23:59:33.6,
ZTF21achjwus,VLASS1.2v2,0.355,0.124,0.05212,-883.51,8.54506087763297e+27,10:31:55.14,+49:21:55.8,
ZTF21achjwus,VLASS2.2,0.242,0.101,0.05212,30.49,6.960089908394595e+27,10:31:55.14,+49:21:55.8,
ZTF21achkgap,VLASS1.2v2,0.272,0.13,0.05,-911.53,8.21975850647899e+27,10:24:29.35,-06:18:49.9,
ZTF21achkgap,VLASS2.2,0.264,0.105,0.05,61.47,6.639035716771492e+27,10:24:29.35,-06:18:49.9,
ZTF21achlxxo,VLASS1.1v2,0.268,0.097,0.08145,-1486.43,1.7003558182601453e+28,04:47:21.99,+74:01:42.0,
ZTF21achlxxo,VLASS2.1,0.478,0.154,0.08145,-406.43,2.699533979505798e+28,04:47:21.99,+74:01:42.0,
ZTF21achlxxo,VLASS3.1,0.397,0.115,0.08145,484.57,2.015885763916667e+28,04:47:21.99,+74:01:42.0,
ZTF21achpehw,VLASS1.1v2,0.39,0.164,0.02106,-1422.53,1.763819693609198e+27,11:09:55.00,+07:14:10.3,
ZTF21achpehw,VLASS2.1,0.455,0.198,0.02106,-450.53,2.1294896300891536e+27,11:09:55.00,+07:14:10.3,
ZTF21achpehw,VLASS3.1,0.379,0.172,0.02106,489.47,1.8498596786633048e+27,11:09:55.00,+07:14:10.3,
ZTF21achplgf,VLASS1.2v2,1.622,0.204,0.048,-914.12,1.1853585661812076e+28,18:16:41.77,+15:17:50.8,
ZTF21achplgf,VLASS2.2,1.875,0.18,0.048,-12.12,1.0459046172187123e+28,18:16:41.77,+15:17:50.8,
ZTF21achplzp,VLASS1.2v2,0.471,0.158,0.077,-850.13,2.4602935377380017e+28,17:39:22.40,+11:34:59.4,
ZTF21achplzp,VLASS2.2,0.301,0.128,0.077,16.87,1.9931491951295205e+28,17:39:22.40,+11:34:59.4,
ZTF21achptrd,VLASS1.2v2,0.34,0.122,0.058,-890.19,1.0498079962946066e+28,20:09:38.74,+52:46:50.4,
ZTF21achptrd,VLASS2.2,0.292,0.107,0.058,11.81,9.20733242651827e+27,20:09:38.74,+52:46:50.4,
ZTF21achqhuz,VLASS1.1v2,0.395,0.122,0.05791,-1446.31,1.046419938616104e+28,23:44:49.76,+09:27:11.8,
ZTF21achqhuz,VLASS2.1,0.338,0.14,0.05791,-407.31,1.2008097656250374e+28,23:44:49.76,+09:27:11.8,
ZTF21achqhuz,VLASS3.1,0.33,0.128,0.05791,494.69,1.0978832142857484e+28,23:44:49.76,+09:27:11.8,
ZTF21achqiue,VLASS1.1v2,0.354,0.145,0.028,-1469.26,2.785051129228593e+27,23:40:30.16,+12:55:53.4,
ZTF21achqiue,VLASS2.1,0.56,0.203,0.028,-456.26,3.899071580920031e+27,23:40:30.16,+12:55:53.4,
ZTF21achqiue,VLASS3.1,0.298,0.134,0.028,477.74,2.573771388390562e+27,23:40:30.16,+12:55:53.4,
ZTF21achqzub,VLASS1.2v2,0.343,0.125,0.04,-908.3,4.986275401764941e+27,23:25:31.86,+18:22:26.6,
ZTF21achqzub,VLASS2.2,0.27,0.109,0.04,22.7,4.348032150339029e+27,23:25:31.86,+18:22:26.6,
ZTF21achrlmg,VLASS1.1v2,0.332,0.132,0.067,-1336.32,1.534909184379262e+28,00:35:18.92,-19:53:41.8,
ZTF21achrlmg,VLASS2.1,0.524,0.199,0.067,-354.32,2.313991876450554e+28,00:35:18.92,-19:53:41.8,
ZTF21achrlmg,VLASS3.1,0.484,0.15,0.067,600.68,1.7442149822491612e+28,00:35:18.92,-19:53:41.8,
ZTF21achutpj,VLASS1.2v2,0.483,0.167,0.058,-893.14,1.4370322572229454e+28,18:42:55.87,+25:16:09.3,
ZTF21achutpj,VLASS2.2,0.383,0.116,0.058,-17.14,9.981780948374948e+27,18:42:55.87,+25:16:09.3,
ZTF21achutuk,VLASS1.2v2,0.429,0.145,0.063,-833.13,1.4824776149536046e+28,20:45:06.64,-25:43:55.1,
ZTF21achutuk,VLASS2.2,0.31,0.123,0.063,110.87,1.257549976822713e+28,20:45:06.64,-25:43:55.1,
ZTF21achxlkq,VLASS1.2v2,0.381,0.176,0.014,-896.41,8.277182465135868e+26,06:25:56.21,+39:40:25.3,
ZTF21achxlkq,VLASS2.2,0.263,0.112,0.014,42.59,5.267297932359189e+26,06:25:56.21,+39:40:25.3,
ZTF21achyvno,VLASS1.2v2,0.391,0.127,0.066,-895.51,1.4310243733321224e+28,09:12:35.86,+34:51:18.1,
ZTF21achyvno,VLASS2.2,0.299,0.113,0.066,12.49,1.273273655012046e+28,09:12:35.86,+34:51:18.1,
ZTF21achzfpg,VLASS1.2v2,0.268,0.115,0.056,-916.12,9.199066088068478e+27,18:26:38.77,+15:42:16.0,
ZTF21achzfpg,VLASS2.2,0.287,0.128,0.056,-14.12,1.0238960515415349e+28,18:26:38.77,+15:42:16.0,
ZTF21achzpyc,VLASS1.2v2,0.324,0.133,0.075,-919.15,1.9594384639089835e+28,19:03:05.78,+57:29:59.6,
ZTF21achzpyc,VLASS2.2,0.327,0.114,0.075,-12.15,1.6795186833505573e+28,19:03:05.78,+57:29:59.6,
ZTF21acidhhs,VLASS1.2v2,0.424,0.19,0.07691,-914.44,2.95130500552868e+28,09:59:44.00,+49:19:41.6,
ZTF21acidhhs,VLASS2.2,0.402,0.151,0.07691,35.56,2.3455108201833194e+28,09:59:44.00,+49:19:41.6,
ZTF21acigjrl,VLASS1.2v2,0.419,0.143,0.07817,-917.48,2.298580666686858e+28,08:16:14.28,+20:41:32.7,
ZTF21acigjrl,VLASS2.2,0.289,0.129,0.07817,58.52,2.0735447972210124e+28,08:16:14.28,+20:41:32.7,
ZTF21aciialn,VLASS1.2v2,0.678,0.184,0.05435,-918.53,1.3831653383997797e+28,11:14:22.08,+30:07:22.8,
ZTF21aciialn,VLASS2.2,0.33,0.099,0.05435,42.47,7.442030896824902e+27,11:14:22.08,+30:07:22.8,
ZTF21acilvjb,VLASS1.1v2,0.283,0.12,0.07597,-1470.38,1.8163560698891035e+28,01:01:19.60,+15:17:40.6,
ZTF21acilvjb,VLASS2.1,0.639,0.189,0.07597,-458.38,2.860760810075338e+28,01:01:19.60,+15:17:40.6,
ZTF21acilvjb,VLASS3.1,0.291,0.114,0.07597,470.62,1.7255382663946482e+28,01:01:19.60,+15:17:40.6,
ZTF21acimjvp,VLASS1.1v2,0.416,0.146,0.047,-1460.26,8.122037923438019e+27,01:18:05.89,+07:19:31.1,
ZTF21acimjvp,VLASS2.1,0.255,0.138,0.047,-442.26,7.676994749551005e+27,01:18:05.89,+07:19:31.1,
ZTF21acimjvp,VLASS3.1,0.35,0.133,0.047,567.74,7.398842765871619e+27,01:18:05.89,+07:19:31.1,
ZTF21acincqb,VLASS1.2v2,0.635,0.223,0.01808,-938.3,1.7598191951297134e+27,00:43:35.88,+30:35:32.3,
ZTF21acincqb,VLASS2.2,0.209,0.108,0.01808,-3.3,8.522891169238073e+26,00:43:35.88,+30:35:32.3,
ZTF21acindcq,VLASS1.2v2,0.427,0.129,0.031,-890.3,3.0505216398877245e+27,23:40:01.55,+27:16:37.5,
ZTF21acindcq,VLASS2.2,0.343,0.128,0.031,17.7,3.026874185314951e+27,23:40:01.55,+27:16:37.5,
ZTF21acinvvh,VLASS1.1v2,0.235,0.108,0.0675,-1483.34,1.2755338130255216e+28,04:49:50.60,+00:34:00.9,
ZTF21acinvvh,VLASS2.1,0.408,0.154,0.0675,-410.34,1.818816733388244e+28,04:49:50.60,+00:34:00.9,
ZTF21acinvvh,VLASS3.1,0.352,0.125,0.0675,493.66,1.476312283594354e+28,04:49:50.60,+00:34:00.9,
ZTF21acinyte,VLASS1.2v2,1.364,0.188,0.03374,-936.35,5.287469144504661e+27,05:22:18.08,+17:31:19.6,
ZTF21acinyte,VLASS2.2,1.843,0.157,0.03374,28.65,4.415599232378892e+27,05:22:18.08,+17:31:19.6,
ZTF21acioiha,VLASS1.1v2,0.324,0.13,0.098,-1468.38,3.373213036987532e+28,07:50:13.95,+72:32:02.7,
ZTF21acioiha,VLASS2.1,0.431,0.179,0.098,-407.38,4.644654874005909e+28,07:50:13.95,+72:32:02.7,
ZTF21acioiha,VLASS3.1,0.245,0.107,0.098,482.62,2.77641380736666e+28,07:50:13.95,+72:32:02.7,
ZTF21acionva,VLASS1.2v2,0.363,0.143,0.071,-882.46,1.877664463144442e+28,07:01:16.92,+45:54:39.7,
ZTF21acionva,VLASS2.2,0.256,0.109,0.071,40.54,1.431226758620589e+28,07:01:16.92,+45:54:39.7,
ZTF21aciouwz,VLASS1.1v2,0.421,0.171,0.055,-1375.44,1.317582710010135e+28,08:07:07.16,-00:05:42.3,
ZTF21aciouwz,VLASS2.1,0.358,0.203,0.055,-460.44,1.564147895509108e+28,08:07:07.16,-00:05:42.3,
ZTF21aciouwz,VLASS3.1,0.325,0.158,0.055,465.56,1.2174156034011773e+28,08:07:07.16,-00:05:42.3,
ZTF21acipdhn,VLASS1.1v2,0.812,0.147,0.079,-1488.49,2.416058241522191e+28,10:30:12.32,+78:48:23.1,
ZTF21acipdhn,VLASS2.1,0.703,0.202,0.079,-406.49,3.320025610799201e+28,10:30:12.32,+78:48:23.1,
ZTF21acipdhn,VLASS3.1,0.643,0.155,0.079,521.51,2.54754440432612e+28,10:30:12.32,+78:48:23.1,
ZTF21acipmgw,VLASS1.1v2,0.296,0.113,0.06715,-1477.48,1.3201403533915473e+28,08:28:51.75,+12:32:18.1,
ZTF21acipmgw,VLASS2.1,0.435,0.153,0.06715,-430.48,1.7874466731761658e+28,08:28:51.75,+12:32:18.1,
ZTF21acipmgw,VLASS3.1,0.322,0.105,0.06715,463.52,1.2266790894346234e+28,08:28:51.75,+12:32:18.1,
ZTF21acipofv,VLASS1.1v2,0.314,0.136,0.05814,-1483.48,1.1761658982676878e+28,08:58:47.64,+01:50:34.5,
ZTF21acipofv,VLASS2.1,0.464,0.155,0.05814,-410.48,1.3404831928786146e+28,08:58:47.64,+01:50:34.5,
ZTF21acipofv,VLASS3.1,0.247,0.102,0.05814,457.52,8.821244237007658e+27,08:58:47.64,+01:50:34.5,
ZTF21aciqcge,VLASS1.2v2,0.301,0.122,0.025,-917.53,1.859809915889621e+27,11:48:55.07,+19:48:28.7,
ZTF21aciqcge,VLASS2.2,0.427,0.171,0.025,29.47,2.6067827509600427e+27,11:48:55.07,+19:48:28.7,
ZTF21aciqppd,VLASS1.2v2,0.678,0.121,0.04106,-849.18,5.093709614953668e+27,18:31:37.10,+30:54:37.0,
ZTF21aciqppd,VLASS2.2,0.538,0.132,0.04106,53.82,5.556774125404001e+27,18:31:37.10,+30:54:37.0,
ZTF21acirmcv,VLASS1.2v2,0.336,0.141,0.074,-875.21,2.0194972116476786e+28,22:02:20.95,-11:28:34.5,
ZTF21acirmcv,VLASS2.2,0.337,0.114,0.074,24.79,1.6327849796300383e+28,22:02:20.95,-11:28:34.5,
ZTF21acirtph,VLASS1.1v2,0.317,0.139,0.101,-1424.27,3.84620917495802e+28,22:26:18.24,-07:29:08.4,
ZTF21acirtph,VLASS2.1,0.404,0.197,0.101,-469.27,5.451102211990863e+28,22:26:18.24,-07:29:08.4,
ZTF21acirtph,VLASS3.1,0.55,0.164,0.101,449.73,4.537973415058383e+28,22:26:18.24,-07:29:08.4,
ZTF21acisemu,VLASS1.1v2,0.361,0.123,0.044,-1459.27,5.971170403941166e+27,23:36:13.37,+09:41:17.0,
ZTF21acisemu,VLASS2.1,0.367,0.134,0.044,-420.27,6.505177513236717e+27,23:36:13.37,+09:41:17.0,
ZTF21acisemu,VLASS3.1,0.424,0.152,0.044,481.73,7.37900732844762e+27,23:36:13.37,+09:41:17.0,
ZTF21acisqde,VLASS1.2v2,0.419,0.131,0.084,-865.24,2.4508658719645147e+28,01:22:06.68,+34:05:47.9,
ZTF21acisqde,VLASS2.2,0.184,0.087,0.084,-2.24,1.6276742813810136e+28,01:22:06.68,+34:05:47.9,
ZTF21aciuhyy,VLASS1.2v2,0.32,0.123,0.097,-941.13,3.122622634888191e+28,00:20:26.67,+29:26:57.5,
ZTF21aciuhyy,VLASS2.2,0.235,0.109,0.097,-6.13,2.7672021723805924e+28,00:20:26.67,+29:26:57.5,
ZTF21aciuvmg,VLASS1.1v2,0.357,0.104,0.076,-1481.15,1.575483571429874e+28,00:19:21.53,+15:16:58.7,
ZTF21aciuvmg,VLASS2.1,0.44,0.193,0.076,-442.15,2.923733935441978e+28,00:19:21.53,+15:16:58.7,
ZTF21aciuvmg,VLASS3.1,0.251,0.12,0.076,465.85,1.8178656593421625e+28,00:19:21.53,+15:16:58.7,
ZTF21aciwkzc,VLASS1.2v2,0.534,0.179,0.0601,-899.22,1.6587373576359428e+28,00:38:48.04,+21:09:34.3,
ZTF21aciwkzc,VLASS2.2,0.347,0.145,0.0601,-10.22,1.3436699265766018e+28,00:38:48.04,+21:09:34.3,
ZTF21acixxub,VLASS1.1v2,0.288,0.137,0.089,-1422.27,2.896829088125469e+28,23:47:58.11,-07:25:11.6,
ZTF21acixxub,VLASS2.1,0.608,0.224,0.089,-444.27,4.7364212827744885e+28,23:47:58.11,-07:25:11.6,
ZTF21acixxub,VLASS3.1,0.449,0.156,0.089,560.73,3.298579107646519e+28,23:47:58.11,-07:25:11.6,
ZTF21acizrpw,VLASS1.1v2,0.271,0.136,0.029,-1428.36,2.806223482241195e+27,04:42:17.74,+06:52:33.0,
ZTF21acizrpw,VLASS2.1,0.535,0.182,0.029,-445.36,3.755387307116893e+27,04:42:17.74,+06:52:33.0,
ZTF21acizrpw,VLASS3.1,0.361,0.144,0.029,564.64,2.971295451784794e+27,04:42:17.74,+06:52:33.0,
ZTF21acjalue,VLASS1.2v2,0.308,0.14,0.06892,-925.51,1.7271672401129045e+28,11:35:06.84,+29:56:53.1,
ZTF21acjalue,VLASS2.2,0.302,0.121,0.06892,38.49,1.492765971811867e+28,11:35:06.84,+29:56:53.1,
ZTF21acjbedo,VLASS1.1v2,0.301,0.122,0.067,-1479.23,1.4186281855626513e+28,22:17:28.48,+13:23:04.8,
ZTF21acjbedo,VLASS2.1,0.411,0.15,0.067,-464.23,1.7442149822491612e+28,22:17:28.48,+13:23:04.8,
ZTF21acjbedo,VLASS3.1,0.287,0.123,0.067,467.77,1.4302562854443124e+28,22:17:28.48,+13:23:04.8,
ZTF21acjbqrn,VLASS1.2v2,0.423,0.17,0.04401,-844.13,8.256707462684169e+27,22:08:03.37,-16:32:30.5,
ZTF21acjbqrn,VLASS2.2,0.277,0.116,0.04401,17.87,5.633988621596256e+27,22:08:03.37,-16:32:30.5,
ZTF21acjcrzd,VLASS1.1v2,0.28,0.117,0.033,-1494.18,3.144449782126751e+27,19:37:55.31,+41:29:27.3,
ZTF21acjcrzd,VLASS2.1,0.299,0.127,0.033,-415.18,3.4132061737615155e+27,19:37:55.31,+41:29:27.3,
ZTF21acjcrzd,VLASS3.1,0.34,0.117,0.033,475.82,3.144449782126751e+27,19:37:55.31,+41:29:27.3,
ZTF21acjcsyh,VLASS1.2v2,0.332,0.099,0.066,-910.16,1.1155229366919696e+28,16:40:53.97,+47:18:04.5,
ZTF21acjcsyh,VLASS2.2,0.29,0.134,0.066,2.84,1.509899732492161e+28,16:40:53.97,+47:18:04.5,
ZTF21acjcwyn,VLASS1.1v2,0.349,0.134,0.1,-1470.14,3.62998873577176e+28,20:49:52.57,+03:20:29.1,
ZTF21acjcwyn,VLASS2.1,0.39,0.144,0.1,-461.14,3.900883417545772e+28,20:49:52.57,+03:20:29.1,
ZTF21acjcwyn,VLASS3.1,0.383,0.137,0.1,511.86,3.711257140303964e+28,20:49:52.57,+03:20:29.1,
ZTF21acjdwfe,VLASS1.2v2,0.266,0.115,0.107,-924.24,3.599753898104933e+28,23:01:52.30,+36:49:38.4,
ZTF21acjdwfe,VLASS2.2,0.308,0.108,0.107,15.76,3.3806384434376766e+28,23:01:52.30,+36:49:38.4,
ZTF21acjeegy,VLASS1.1v2,0.318,0.106,0.01827,-1438.21,8.54422013751741e+26,00:57:55.36,-05:07:54.3,
ZTF21acjeegy,VLASS2.1,0.342,0.128,0.01827,-412.21,1.0317548845304042e+27,00:57:55.36,-05:07:54.3,
ZTF21acjeegy,VLASS3.1,0.359,0.141,0.01827,558.79,1.1365424899905231e+27,00:57:55.36,-05:07:54.3,
ZTF21acjgafq,VLASS1.1v2,0.391,0.123,0.04965,-1466.25,7.664835196741759e+27,01:25:32.57,+08:37:07.3,
ZTF21acjgafq,VLASS2.1,0.297,0.125,0.04965,-438.25,7.789466663355445e+27,01:25:32.57,+08:37:07.3,
ZTF21acjgafq,VLASS3.1,0.301,0.124,0.04965,474.75,7.727150930048603e+27,01:25:32.57,+08:37:07.3,
ZTF21acjgmiy,VLASS1.1v2,0.382,0.12,0.034,-1426.27,3.428495266388041e+27,03:32:12.57,+11:16:57.2,
ZTF21acjgmiy,VLASS2.1,0.455,0.161,0.034,-406.27,4.599897815737288e+27,03:32:12.57,+11:16:57.2,
ZTF21acjgmiy,VLASS3.1,0.345,0.109,0.034,488.73,3.114216533635804e+27,03:32:12.57,+11:16:57.2,
ZTF21acjgqjl,VLASS1.2v2,0.464,0.126,0.04951,-925.26,7.80600767372789e+27,02:45:04.83,+36:42:42.7,
ZTF21acjgqjl,VLASS2.2,0.417,0.124,0.04951,-5.26,7.682102790017924e+27,02:45:04.83,+36:42:42.7,
ZTF21acjjwmj,VLASS1.2v2,0.362,0.144,0.065,-898.33,1.5715928992509174e+28,07:16:16.31,+43:52:48.0,
ZTF21acjjwmj,VLASS2.2,0.37,0.115,0.065,-13.33,1.2550915514851074e+28,07:16:16.31,+43:52:48.0,
ZTF21acjjxww,VLASS1.1v2,0.327,0.129,0.08217,-1433.33,2.303707519180337e+28,05:03:36.21,+04:56:36.1,
ZTF21acjjxww,VLASS2.1,0.441,0.163,0.08217,-450.33,2.910886245165852e+28,05:03:36.21,+04:56:36.1,
ZTF21acjjxww,VLASS3.1,0.383,0.118,0.08217,559.67,2.1072673431261994e+28,05:03:36.21,+04:56:36.1,
ZTF21acjnajt,VLASS1.1v2,0.255,0.114,0.094,-1502.43,2.7070388436039726e+28,08:34:04.33,+80:24:43.0,
ZTF21acjnajt,VLASS2.1,0.307,0.136,0.094,-420.43,3.2294498485100027e+28,08:34:04.33,+80:24:43.0,
ZTF21acjnajt,VLASS3.1,0.224,0.115,0.094,507.57,2.730784798372428e+28,08:34:04.33,+80:24:43.0,
ZTF21acjnzdh,VLASS1.1v2,1.772,0.186,0.095,-1450.45,4.517247759094181e+28,06:48:24.45,+77:51:45.7,
ZTF21acjnzdh,VLASS2.1,1.906,0.269,0.095,-413.45,6.533008855894273e+28,06:48:24.45,+77:51:45.7,
ZTF21acjnzdh,VLASS3.1,1.971,0.226,0.095,471.55,5.488698890082177e+28,06:48:24.45,+77:51:45.7,
ZTF21acjomly,VLASS1.2v2,0.501,0.178,0.043,-932.47,8.24103212340782e+27,06:43:46.35,+21:23:10.4,
ZTF21acjomly,VLASS2.2,0.373,0.117,0.043,43.53,5.416858193475927e+27,06:43:46.35,+21:23:10.4,
ZTF21acjosgg,VLASS1.1v2,0.477,0.118,0.1058,-1503.48,3.60559291419522e+28,12:02:17.82,+64:43:09.5,
ZTF21acjosgg,VLASS2.1,0.296,0.104,0.1058,-491.48,3.1778107040364647e+28,12:02:17.82,+64:43:09.5,
ZTF21acjosgg,VLASS3.1,0.336,0.12,0.1058,439.52,3.6667046585036137e+28,12:02:17.82,+64:43:09.5,
ZTF21acjosix,VLASS1.1v2,0.363,0.126,0.102,-1493.5,3.5605762668486303e+28,11:28:15.89,+56:05:20.0,
ZTF21acjosix,VLASS2.1,0.438,0.181,0.102,-449.5,5.1147960658698585e+28,11:28:15.89,+56:05:20.0,
ZTF21acjosix,VLASS3.1,0.223,0.095,0.102,471.5,2.684561471036666e+28,11:28:15.89,+56:05:20.0,
ZTF21acjosnd,VLASS1.1v2,0.302,0.136,0.06619,-1440.49,1.5416787329863035e+28,12:00:39.07,+51:42:10.4,
ZTF21acjosnd,VLASS2.1,0.397,0.165,0.06619,-455.49,1.8704190510495589e+28,12:00:39.07,+51:42:10.4,
ZTF21acjosnd,VLASS3.1,0.364,0.139,0.06619,461.51,1.5756863520962954e+28,12:00:39.07,+51:42:10.4,
ZTF21acjosti,VLASS1.1v2,0.308,0.123,0.088,-1498.49,2.53926431575477e+28,11:06:44.40,+55:05:23.3,
ZTF21acjosti,VLASS2.1,0.514,0.24,0.088,-454.49,4.954662079521503e+28,11:06:44.40,+55:05:23.3,
ZTF21acjosti,VLASS3.1,0.311,0.113,0.088,466.51,2.3328200624413744e+28,11:06:44.40,+55:05:23.3,
ZTF21acjotbf,VLASS1.2v2,0.321,0.129,0.07391,-892.47,1.8429055175100967e+28,10:20:49.58,+51:43:34.8,
